audio_id,trip_id,timestamp,elapsed_seconds,audio_level_db,audio_classification,sustained_duration_sec,audio_severity_score,audio_db_norm,audio_db_log,audio_rolling_mean,audio_rolling_max,audio_rolling_std,is_noise_spike,is_argument_signal,is_sustained_noise,audio_score,sustained_penalty,audio_score_adjusted,audio_above_baseline
AUD116,TRIP004,2024-02-06 06:09:07,547,78,loud,0,3,0.5333333333333333,1.8920946026904804,68.0,78.0,14.142135623730951,0,0,0,0.56,0.0,0.56,0
AUD115,TRIP004,2024-02-06 06:10:53,653,65,conversation,0,2,0.3888888888888889,1.8129133566428555,67.0,78.0,10.14889156509222,0,0,0,0.39333333333333337,0.0,0.39333333333333337,0
AUD179,TRIP004,2024-02-06 06:14:06,846,71,conversation,120,2,0.45555555555555555,1.8512583487190752,71.33333333333333,78.0,6.506407098647712,0,0,1,0.43333333333333335,0.4,0.4853333333333334,0
AUD220,TRIP004,2024-02-06 06:23:13,1393,63,normal,149,1,0.36666666666666664,1.7993405494535817,66.33333333333333,71.0,4.163331998932261,0,0,1,0.3,0.49666666666666665,0.3447,0
AUD180,TRIP004,2024-02-06 06:23:15,1395,58,normal,0,1,0.3111111111111111,1.7634279935629373,64.0,71.0,6.557438524301998,0,0,0,0.2666666666666667,0.0,0.2666666666666667,0
AUD117,TRIP005,2024-02-06 06:03:18,198,53,quiet,0,0,0.25555555555555554,1.724275869600789,53.0,53.0,0.0,0,0,0,0.15333333333333332,0.0,0.15333333333333332,0
AUD135,TRIP005,2024-02-06 06:03:18,198,68,conversation,0,2,0.4222222222222222,1.8325089127062364,60.5,68.0,10.606601717798213,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD089,TRIP005,2024-02-06 06:10:49,649,68,conversation,0,2,0.4222222222222222,1.8325089127062364,63.0,68.0,8.660254037844387,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD157,TRIP005,2024-02-06 06:14:05,845,68,conversation,0,2,0.4222222222222222,1.8325089127062364,68.0,68.0,0.0,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD210,TRIP005,2024-02-06 06:16:19,979,59,normal,0,1,0.32222222222222224,1.7708520116421442,65.0,68.0,5.196152422706632,0,0,0,0.2733333333333333,0.0,0.2733333333333333,0
AUD141,TRIP005,2024-02-06 06:20:41,1241,68,conversation,0,2,0.4222222222222222,1.8325089127062364,65.0,68.0,5.196152422706632,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD098,TRIP005,2024-02-06 06:21:20,1280,68,conversation,0,2,0.4222222222222222,1.8325089127062364,65.0,68.0,5.196152422706632,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD234,TRIP005,2024-02-06 06:22:18,1338,68,conversation,0,2,0.4222222222222222,1.8325089127062364,68.0,68.0,0.0,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD114,TRIP005,2024-02-06 06:25:57,1557,68,conversation,0,2,0.4222222222222222,1.8325089127062364,68.0,68.0,0.0,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD091,TRIP005,2024-02-06 06:29:58,1798,68,conversation,0,2,0.4222222222222222,1.8325089127062364,68.0,68.0,0.0,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD200,TRIP006,2024-02-06 06:04:47,287,80,very_loud,0,4,0.5555555555555556,1.9030899869919435,80.0,80.0,0.0,0,1,0,0.6533333333333333,0.0,0.6533333333333333,0
AUD095,TRIP006,2024-02-06 06:11:00,660,95,argument,0,5,0.7222222222222222,1.9777236052888478,87.5,95.0,10.606601717798213,1,1,0,0.8333333333333333,0.0,0.8333333333333333,0
AUD110,TRIP006,2024-02-06 06:15:00,900,76,loud,0,3,0.5111111111111111,1.8808135922807914,83.66666666666667,95.0,10.016652800877814,0,0,0,0.5466666666666666,0.0,0.5466666666666666,0
AUD152,TRIP006,2024-02-06 06:17:53,1073,90,argument,158,5,0.6666666666666666,1.954242509439325,87.0,95.0,9.848857801796106,1,1,1,0.8,0.5266666666666666,0.9264,0
AUD235,TRIP006,2024-02-06 06:18:20,1100,75,loud,32,3,0.5,1.8750612633917,80.33333333333333,90.0,8.386497083606082,0,0,0,0.54,0.10666666666666667,0.55728,0
AUD197,TRIP006,2024-02-06 06:20:51,1251,90,argument,0,5,0.6666666666666666,1.954242509439325,85.0,90.0,8.660254037844387,1,1,0,0.8,0.0,0.8,0
AUD059,TRIP006,2024-02-06 06:23:32,1412,78,loud,0,3,0.5333333333333333,1.8920946026904804,81.0,90.0,7.937253933193773,0,0,0,0.56,0.0,0.56,0
AUD194,TRIP006,2024-02-06 06:24:57,1497,79,loud,65,3,0.5444444444444444,1.8976270912904414,82.33333333333333,90.0,6.658328118479393,0,0,1,0.5666666666666667,0.21666666666666667,0.6034999999999999,0
AUD188,TRIP006,2024-02-06 06:25:33,1533,68,conversation,0,2,0.4222222222222222,1.8325089127062364,75.0,79.0,6.082762530298218,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD092,TRIP006,2024-02-06 06:26:12,1572,58,normal,0,1,0.3111111111111111,1.7634279935629373,68.33333333333333,79.0,10.503967504392484,0,0,0,0.2666666666666667,0.0,0.2666666666666667,0
AUD243,TRIP007,2024-02-06 06:02:17,137,56,normal,8,1,0.28888888888888886,1.7481880270062005,56.0,56.0,0.0,0,0,0,0.2533333333333333,0.02666666666666667,0.25536,0
AUD076,TRIP007,2024-02-06 06:04:11,251,58,normal,0,1,0.3111111111111111,1.7634279935629373,57.0,58.0,1.4142135623730951,0,0,0,0.2666666666666667,0.0,0.2666666666666667,0
AUD166,TRIP007,2024-02-06 06:08:24,504,67,conversation,76,2,0.4111111111111111,1.8260748027008264,60.333333333333336,67.0,5.859465277082315,0,0,1,0.4066666666666667,0.25333333333333335,0.43757333333333337,1
AUD075,TRIP007,2024-02-06 06:20:53,1253,68,conversation,125,2,0.4222222222222222,1.8325089127062364,64.33333333333333,68.0,5.507570547286101,0,0,1,0.41333333333333333,0.4166666666666667,0.46499999999999997,0
AUD121,TRIP007,2024-02-06 06:26:02,1562,60,normal,0,1,0.3333333333333333,1.7781512503836436,65.0,68.0,4.358898943540675,0,0,0,0.28,0.0,0.28,0
AUD177,TRIP008,2024-02-06 06:08:16,496,53,quiet,135,0,0.25555555555555554,1.724275869600789,53.0,53.0,0.0,0,0,1,0.15333333333333332,0.45,0.17403333333333332,0
AUD167,TRIP008,2024-02-06 06:10:09,609,68,conversation,53,2,0.4222222222222222,1.8325089127062364,60.5,68.0,10.606601717798213,0,0,0,0.41333333333333333,0.17666666666666667,0.43523999999999996,0
AUD239,TRIP008,2024-02-06 06:15:43,943,72,loud,0,3,0.4666666666666667,1.8573324964312685,64.33333333333333,72.0,10.016652800877814,0,0,0,0.52,0.0,0.52,0
AUD185,TRIP008,2024-02-06 06:18:15,1095,97,argument,9,5,0.7444444444444445,1.9867717342662448,79.0,97.0,15.716233645501713,1,1,0,0.8466666666666667,0.03,0.8542866666666666,1
AUD178,TRIP008,2024-02-06 06:21:46,1306,64,normal,0,1,0.37777777777777777,1.806179973983887,77.66666666666667,97.0,17.214335111567145,0,0,0,0.30666666666666664,0.0,0.30666666666666664,0
AUD245,TRIP008,2024-02-06 06:25:16,1516,52,quiet,0,0,0.24444444444444444,1.7160033436347992,71.0,97.0,23.302360395462088,0,0,0,0.14666666666666667,0.0,0.14666666666666667,0
AUD119,TRIP008,2024-02-06 06:29:32,1772,60,normal,0,1,0.3333333333333333,1.7781512503836436,58.666666666666664,64.0,6.110100926607787,0,0,0,0.28,0.0,0.28,0
AUD027,TRIP008,2024-02-06 17:30:00,0,54,quiet,0,0,0.26666666666666666,1.7323937598229686,55.333333333333336,60.0,4.163331998932265,0,0,0,0.16,0.0,0.16,0
AUD028,TRIP008,2024-02-06 17:35:00,300,64,normal,0,1,0.37777777777777777,1.806179973983887,59.333333333333336,64.0,5.0332229568471645,0,0,0,0.30666666666666664,0.0,0.30666666666666664,0
AUD029,TRIP008,2024-02-06 17:40:00,600,66,conversation,0,2,0.4,1.8195439355418688,61.333333333333336,66.0,6.429100507328634,0,0,0,0.4,0.0,0.4,0
AUD030,TRIP008,2024-02-06 17:45:00,900,62,normal,0,1,0.35555555555555557,1.792391689498254,64.0,66.0,1.9999999999999911,0,0,0,0.29333333333333333,0.0,0.29333333333333333,0
AUD031,TRIP008,2024-02-06 17:50:00,1200,59,normal,0,1,0.32222222222222224,1.7708520116421442,62.333333333333336,66.0,3.511884584284242,0,0,0,0.2733333333333333,0.0,0.2733333333333333,0
AUD032,TRIP008,2024-02-06 17:55:00,1500,57,normal,0,1,0.3,1.7558748556724915,59.333333333333336,62.0,2.5166114784235796,0,0,0,0.26,0.0,0.26,0
AUD049,TRIP009,2024-02-06 06:04:14,254,73,loud,0,3,0.4777777777777778,1.863322860120456,73.0,73.0,0.0,0,0,0,0.5266666666666666,0.0,0.5266666666666666,0
AUD176,TRIP009,2024-02-06 06:04:41,281,56,normal,150,1,0.28888888888888886,1.7481880270062005,64.5,73.0,12.020815280171307,0,0,1,0.2533333333333333,0.5,0.2913333333333333,0
AUD240,TRIP009,2024-02-06 06:06:26,386,96,argument,0,5,0.7333333333333333,1.9822712330395684,75.0,96.0,20.074859899884732,1,1,0,0.84,0.0,0.84,1
AUD193,TRIP009,2024-02-06 06:06:34,394,57,normal,0,1,0.3,1.7558748556724915,69.66666666666667,96.0,22.810816147900834,0,0,0,0.26,0.0,0.26,0
AUD097,TRIP009,2024-02-06 06:06:42,402,90,argument,70,5,0.6666666666666666,1.954242509439325,81.0,96.0,21.0,1,1,1,0.8,0.23333333333333334,0.8560000000000001,0
AUD074,TRIP009,2024-02-06 06:26:27,1587,66,conversation,114,2,0.4,1.8195439355418688,71.0,90.0,17.05872210923198,0,0,1,0.4,0.38,0.4456,0
AUD172,TRIP010,2024-02-06 06:01:26,86,68,conversation,20,2,0.4222222222222222,1.8325089127062364,68.0,68.0,0.0,0,0,0,0.41333333333333333,0.06666666666666667,0.42160000000000003,0
AUD170,TRIP010,2024-02-06 06:04:09,249,86,very_loud,139,4,0.6222222222222222,1.9344984512435677,77.0,86.0,12.727922061357855,1,1,1,0.6933333333333334,0.4633333333333333,0.7897066666666667,0
AUD230,TRIP010,2024-02-06 06:13:57,837,61,normal,0,1,0.34444444444444444,1.7853298350107671,71.66666666666667,86.0,12.897028081435403,0,0,0,0.2866666666666667,0.0,0.2866666666666667,0
AUD058,TRIP010,2024-02-06 06:15:13,913,88,argument,109,5,0.6444444444444445,1.9444826721501687,78.33333333333333,88.0,15.04437879519568,1,1,1,0.7866666666666666,0.36333333333333334,0.8724133333333333,0
AUD109,TRIP010,2024-02-06 06:15:28,928,54,quiet,15,0,0.26666666666666666,1.7323937598229686,67.66666666666667,88.0,17.953644012660313,0,0,0,0.16,0.05,0.1624,0
AUD237,TRIP010,2024-02-06 06:15:48,948,93,argument,139,5,0.7,1.968482948553935,78.33333333333333,93.0,21.22105872319601,1,1,1,0.8200000000000001,0.4633333333333333,0.93398,0
AUD126,TRIP010,2024-02-06 06:16:53,1013,88,argument,172,5,0.6444444444444445,1.9444826721501687,78.33333333333333,93.0,21.22105872319601,1,1,1,0.7866666666666666,0.5733333333333334,0.9219733333333332,0
AUD033,TRIP010,2024-02-06 19:05:00,0,52,quiet,0,0,0.24444444444444444,1.7160033436347992,77.66666666666667,93.0,22.368132093076827,0,0,0,0.14666666666666667,0.0,0.14666666666666667,0
AUD034,TRIP010,2024-02-06 19:08:00,180,65,conversation,0,2,0.3888888888888889,1.8129133566428555,68.33333333333333,88.0,18.230011885167098,0,0,0,0.39333333333333337,0.0,0.39333333333333337,0
AUD035,TRIP010,2024-02-06 19:12:00,420,70,conversation,0,2,0.4444444444444444,1.845098040014257,62.333333333333336,70.0,9.29157324317758,0,0,0,0.4266666666666667,0.0,0.4266666666666667,0
AUD036,TRIP010,2024-02-06 19:16:00,660,74,loud,0,3,0.4888888888888889,1.8692317197309762,69.66666666666667,74.0,4.509249752822921,0,0,0,0.5333333333333333,0.0,0.5333333333333333,0
AUD037,TRIP010,2024-02-06 19:20:00,900,78,loud,0,3,0.5333333333333333,1.8920946026904804,74.0,78.0,4.0000000000000275,0,0,0,0.56,0.0,0.56,0
AUD038,TRIP010,2024-02-06 19:22:00,1020,86,very_loud,30,4,0.6222222222222222,1.9344984512435677,79.33333333333333,86.0,6.1101009266078075,1,1,0,0.6933333333333334,0.1,0.7141333333333334,1
AUD039,TRIP010,2024-02-06 19:22:30,1050,91,argument,60,5,0.6777777777777778,1.9590413923210936,85.0,91.0,6.557438524302022,1,1,1,0.8066666666666666,0.2,0.8550666666666666,0
AUD040,TRIP010,2024-02-06 19:23:00,1080,94,argument,90,5,0.7111111111111111,1.9731278535996986,90.33333333333333,94.0,4.041451884327415,1,1,1,0.8266666666666667,0.3,0.9010666666666667,0
AUD041,TRIP010,2024-02-06 19:23:30,1110,96,argument,120,5,0.7333333333333333,1.9822712330395684,93.66666666666667,96.0,2.516611478423641,1,1,1,0.84,0.4,0.9408000000000001,0
AUD042,TRIP010,2024-02-06 19:24:00,1140,93,argument,150,5,0.7,1.968482948553935,94.33333333333333,96.0,1.527525231652037,1,1,1,0.8200000000000001,0.5,0.943,0
AUD043,TRIP010,2024-02-06 19:24:30,1170,87,very_loud,180,4,0.6333333333333333,1.9395192526186185,92.0,96.0,4.58257569495587,1,1,1,0.7,0.6,0.826,0
AUD044,TRIP010,2024-02-06 19:25:00,1200,81,very_loud,0,4,0.5666666666666667,1.9084850188786497,87.0,93.0,6.000000000000023,0,1,0,0.66,0.0,0.66,0
AUD045,TRIP010,2024-02-06 19:26:00,1260,73,loud,0,3,0.4777777777777778,1.863322860120456,80.33333333333333,87.0,7.023769168568511,0,0,0,0.5266666666666666,0.0,0.5266666666666666,0
AUD046,TRIP010,2024-02-06 19:28:00,1380,66,conversation,0,2,0.4,1.8195439355418688,73.33333333333333,81.0,7.505553499465148,0,0,0,0.4,0.0,0.4,0
AUD047,TRIP010,2024-02-06 19:32:00,1620,58,normal,0,1,0.3111111111111111,1.7634279935629373,65.66666666666667,73.0,7.505553499465148,0,0,0,0.2666666666666667,0.0,0.2666666666666667,0
AUD183,TRIP011,2024-02-06 06:09:44,584,68,conversation,0,2,0.4222222222222222,1.8325089127062364,68.0,68.0,0.0,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD203,TRIP011,2024-02-06 06:10:18,618,68,conversation,0,2,0.4222222222222222,1.8325089127062364,68.0,68.0,0.0,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD142,TRIP011,2024-02-06 06:20:55,1255,68,conversation,0,2,0.4222222222222222,1.8325089127062364,68.0,68.0,0.0,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD147,TRIP011,2024-02-06 06:22:59,1379,57,normal,0,1,0.3,1.7558748556724915,64.33333333333333,68.0,6.350852961085882,0,0,0,0.26,0.0,0.26,0
AUD219,TRIP011,2024-02-06 06:29:09,1749,68,conversation,0,2,0.4222222222222222,1.8325089127062364,64.33333333333333,68.0,6.350852961085882,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD112,TRIP011,2024-02-06 06:29:24,1764,68,conversation,0,2,0.4222222222222222,1.8325089127062364,64.33333333333333,68.0,6.350852961085882,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD232,TRIP012,2024-02-06 06:13:03,783,78,loud,0,3,0.5333333333333333,1.8920946026904804,78.0,78.0,0.0,0,0,0,0.56,0.0,0.56,0
AUD173,TRIP012,2024-02-06 06:15:05,905,91,argument,0,5,0.6777777777777778,1.9590413923210936,84.5,91.0,9.192388155425117,1,1,0,0.8066666666666666,0.0,0.8066666666666666,0
AUD063,TRIP012,2024-02-06 06:17:30,1050,97,argument,40,5,0.7444444444444445,1.9867717342662448,88.66666666666667,97.0,9.712534856222309,1,1,0,0.8466666666666667,0.13333333333333333,0.8805333333333334,0
AUD096,TRIP012,2024-02-06 06:17:42,1062,68,conversation,0,2,0.4222222222222222,1.8325089127062364,85.33333333333333,97.0,15.307950004273374,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD132,TRIP012,2024-02-06 06:18:53,1133,68,conversation,0,2,0.4222222222222222,1.8325089127062364,77.66666666666667,97.0,16.743157806499145,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD209,TRIP012,2024-02-06 06:20:58,1258,64,normal,0,1,0.37777777777777777,1.806179973983887,66.66666666666667,68.0,2.309401076758505,0,0,0,0.30666666666666664,0.0,0.30666666666666664,0
AUD228,TRIP012,2024-02-06 06:23:54,1434,54,quiet,15,0,0.26666666666666666,1.7323937598229686,62.0,68.0,7.211102550927979,0,0,0,0.16,0.05,0.1624,0
AUD048,TRIP012,2024-02-06 06:29:25,1765,53,quiet,84,0,0.25555555555555554,1.724275869600789,57.0,64.0,6.082762530298221,0,0,1,0.15333333333333332,0.28,0.16621333333333332,0
AUD131,TRIP013,2024-02-06 06:01:44,104,68,conversation,0,2,0.4222222222222222,1.8325089127062364,68.0,68.0,0.0,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD233,TRIP013,2024-02-06 06:02:44,164,68,conversation,0,2,0.4222222222222222,1.8325089127062364,68.0,68.0,0.0,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD202,TRIP013,2024-02-06 06:08:02,482,68,conversation,0,2,0.4222222222222222,1.8325089127062364,68.0,68.0,0.0,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD171,TRIP013,2024-02-06 06:13:28,808,68,conversation,0,2,0.4222222222222222,1.8325089127062364,68.0,68.0,0.0,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD138,TRIP013,2024-02-06 06:17:04,1024,52,quiet,0,0,0.24444444444444444,1.7160033436347992,62.666666666666664,68.0,9.237604307034012,0,0,0,0.14666666666666667,0.0,0.14666666666666667,0
AUD133,TRIP013,2024-02-06 06:17:12,1032,68,conversation,0,2,0.4222222222222222,1.8325089127062364,62.666666666666664,68.0,9.237604307034012,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
AUD067,TRIP013,2024-02-06 06:19:21,1161,52,quiet,0,0,0.24444444444444444,1.7160033436347992,57.333333333333336,68.0,9.237604307034012,0,0,0,0.14666666666666667,0.0,0.14666666666666667,0
AUD143,TRIP013,2024-02-06 06:21:02,1262,68,conversation,0,2,0.4222222222222222,1.8325089127062364,62.666666666666664,68.0,9.237604307034012,0,0,0,0.41333333333333333,0.0,0.41333333333333333,0
