sensor_id,trip_id,timestamp,elapsed_seconds,accel_x,accel_y,accel_z,speed_kmh,gps_lat,gps_lon,accel_magnitude,accel_lateral,accel_magnitude_smooth,accel_lateral_smooth,accel_delta,is_harsh_brake,is_harsh_accel,is_lateral_swerve,is_moderate_event,motion_score,jerk_score,is_low_speed,is_stationary,harsh_event_rolling5,hour_of_day,minute_of_day,is_rush_hour,is_night,trip_progress_frac,near_trip_start,near_trip_end,audio_score_fused,is_noise_spike,is_argument_signal,is_sustained_noise,audio_level_db_fused,combined_score,stress_severity
ACC005,TRIP001,2024-02-06 06:55:00,600,0.3,0.1,9.8,45,19.0698,72.8512,0.31622776601683794,0.31622776601683794,1.1183943052084035,1.060706228668787,0.4218009787720659,0,0,0,0,0.3195412300595439,0.13421224025208417,0,0,0.0,6,415,0,0,0.5046257359125316,0,0,0.16,0.0,0.0,0.0,54.0,0.24774767653274915,low
ACC006,TRIP001,2024-02-06 07:02:30,1050,2.1,1.2,8.9,18,19.0596,72.8656,2.5806975801127883,2.4186773244895647,1.0401773812932018,0.9861706294187941,-0.07821692391520174,0,0,1,0,0.2971935375123434,0.02488772931453724,1,0,0.0,7,422,1,0,0.8830950378469302,0,1,0.2733333333333333,0.0,0.0,0.0,59.0,0.28645644563178885,low
ACC007,TRIP001,2024-02-06 07:03:00,1080,0.2,0.1,9.8,0,19.0596,72.8656,0.223606797749979,0.223606797749979,1.402152188931384,1.3211420611197722,0.36197480763818213,0,0,0,0,0.40061491112325254,0.11517623782990377,1,1,0.0,7,423,1,0,0.9083263246425568,0,1,0.2733333333333333,0.0,0.0,0.0,59.0,0.3433382011177889,low
ACC203,TRIP002,2024-02-06 06:00:15,15,0.7,1.9,9.5,48,19.1816,72.634,2.046948949045872,2.0248456731316584,2.62737596775748,2.565645293266736,0.0,1,0,1,0,0.7506788479307086,0.0,0,0,1.0,6,360,0,0,0.010869565217391304,1,0,0.16,0.0,0.0,0.0,54.0,0.48487336636188977,medium
ACC048,TRIP002,2024-02-06 06:02:43,163,2.6,1.7,9.0,29,28.6464,77.2369,3.2078029864690882,3.1064449134018135,2.15846916569611,2.1159476975310385,-0.46890680206137025,0,0,1,1,0.6167054759131743,0.1492007736855088,0,0,1.0,6,362,0,0,0.11811594202898551,1,0,0.16,0.0,0.0,0.0,54.0,0.4111880117522459,low
ACC232,TRIP002,2024-02-06 06:02:47,167,1.2,0.2,9.7,53,12.8401,77.4987,1.2206555615733703,1.2165525060596438,2.4154197029211777,2.3508220774175643,0.2569505372250678,0,0,0,1,0.6901199151203364,0.08175871790375454,0,0,1.0,6,362,0,0,0.12101449275362319,1,0,0.16,0.0,0.0,0.0,54.0,0.4515659533161851,medium
ACC177,TRIP002,2024-02-06 06:08:00,480,2.7,0.4,9.1,42,12.8598,77.4939,2.8178005607210745,2.7294688127912363,1.9907880276252723,1.9281663166453011,-0.4246316752959054,0,0,1,1,0.5687965793215064,0.13511293546394518,0,0,1.0,6,368,0,0,0.34782608695652173,0,0,0.8333333333333333,1.0,1.0,0.0,95.0,0.6878381186268285,medium
ACC182,TRIP002,2024-02-06 06:19:16,1156,0.7,1.7,9.2,37,12.8298,77.4943,1.9339079605813718,1.8384776310850235,2.6327116886043007,2.5581304524260244,0.6419236609790284,0,1,1,0,0.7522033396012288,0.20425275650526872,0,0,2.0,6,379,0,0,0.8376811594202899,0,0,0.8133333333333334,1.0,1.0,0.0,92.0,0.7797118367806759,high
ACC214,TRIP002,2024-02-06 06:22:00,1320,2.6,1.7,9.3,32,19.1805,72.6215,3.146426544510455,3.1064449134018135,1.8136298775460753,1.768492557344412,-0.8190818110582254,0,0,1,1,0.5181799650131643,0.2606224507394126,0,0,1.0,6,382,0,0,0.9565217391304348,0,1,0.8133333333333334,1.0,1.0,0.0,92.0,0.6509989807572404,medium
ACC008,TRIP002,2024-02-06 07:15:00,0,0.3,0.2,9.8,0,19.0596,72.8656,0.36055512754639896,0.36055512754639896,1.5984638482431224,1.5733321498541268,-0.21516602930295292,0,0,0,1,0.4567039566408921,0.06846336607127704,1,1,1.0,7,435,1,0,0.0,1,0,0.13999999999999999,0.0,0.0,0.0,51.0,0.31418717615249064,low
ACC009,TRIP002,2024-02-06 07:15:30,30,1.1,0.6,9.5,32,19.0545,72.8678,1.2884098726725128,1.252996408614167,0.7468576595096246,0.7322155752150321,-0.8516061887334978,0,0,0,0,0.2133879027170356,0.2709713351903471,0,0,1.0,7,435,1,0,0.021739130434782608,1,0,0.13999999999999999,0.0,0.0,0.0,51.0,0.18036334649436958,low
ACC010,TRIP002,2024-02-06 07:16:00,60,0.5,0.3,9.7,48,19.0489,72.8702,0.5916079783099618,0.58309518948453,2.570609058570603,2.352081617517991,1.8237513990609786,0,1,0,0,0.7344597310201724,0.580296806430874,0,0,2.0,7,436,1,0,0.043478260869565216,1,0,0.29333333333333333,0.0,0.0,0.0,62.0,0.5359528520610948,medium
ACC011,TRIP002,2024-02-06 07:22:00,420,4.2,3.1,7.2,28,19.0123,72.8889,5.831809324729334,5.220153254455275,4.876504199536917,4.341119748804561,2.305895140966314,0,1,1,0,1.0,0.7337094227624394,0,0,2.0,7,442,1,0,0.30434782608695654,0,0,0.8102666666666667,1.0,1.0,0.0,88.0,0.91462,high
ACC012,TRIP002,2024-02-06 07:22:30,450,5.8,4.3,5.9,12,19.0098,72.8912,8.206095295571457,7.2201108024738785,7.780197467982326,6.822779930499891,2.9036932684454086,0,1,1,0,1.0,0.9239219399098361,1,0,3.0,7,442,1,0,0.32608695652173914,0,0,0.8621333333333334,1.0,1.0,1.0,92.0,0.9379600000000001,high
ACC013,TRIP002,2024-02-06 07:23:00,480,6.2,5.1,5.1,5,19.0078,72.8934,9.302687783646189,8.028075734570521,7.563493880810096,6.676117966043749,-0.21670358717222982,1,0,1,0,1.0,0.06895259937451312,1,0,4.0,7,443,1,0,0.34782608695652173,0,0,0.9083333333333333,1.0,1.0,1.0,95.0,0.95875,high
ACC014,TRIP002,2024-02-06 07:23:30,510,3.8,2.9,7.8,18,19.0056,72.8956,5.181698563212646,4.780167361086848,5.739172140200708,5.129646891923385,-1.8243217406093883,1,0,1,0,1.0,0.5804782825790417,1,0,5.0,7,443,1,0,0.3695652173913043,0,0,0.9258666666666667,1.0,1.0,1.0,94.0,0.96664,high
ACC015,TRIP002,2024-02-06 07:24:00,540,2.1,1.5,8.9,32,19.0034,72.8978,2.7331300737432898,2.5806975801127883,2.79102873548384,2.602692845566531,-2.948143404716868,1,0,1,0,0.7974367815668114,0.9380654641516961,0,0,5.0,7,444,1,0,0.391304347826087,0,0,0.9123333333333332,1.0,1.0,1.0,89.0,0.8491402298617463,high
ACC016,TRIP002,2024-02-06 07:30:00,900,0.4,0.2,9.7,52,18.9856,72.9123,0.4582575694955844,0.447213595499958,1.8217170144730963,1.7304139802970457,-0.9693117210107436,0,0,0,1,0.5204905755637418,0.3084238873939537,0,0,4.0,7,450,1,0,0.6521739130434783,0,0,0.2866666666666667,0.0,0.0,0.0,61.0,0.415269816560058,low
ACC017,TRIP002,2024-02-06 07:37:30,1350,1.8,1.2,9.1,15,18.9812,72.8234,2.273763400180415,2.1633307652783933,0.9852092558086595,0.9447170528427762,-0.8365077586644368,0,0,1,0,0.28148835880247414,0.26616718767566544,1,0,3.0,7,457,1,0,0.9782608695652174,0,1,0.2666666666666667,0.0,0.0,0.0,58.0,0.2748185973413608,low
ACC018,TRIP002,2024-02-06 07:38:00,1380,0.2,0.1,9.8,0,18.9801,72.8223,0.223606797749979,0.223606797749979,1.248685098965197,1.1934687815141853,0.2634758431565375,0,0,0,0,0.3567671711329134,0.08383499551207658,1,1,2.0,7,458,1,0,1.0,0,1,0.2666666666666667,0.0,0.0,0.0,58.0,0.3162219441231024,low
ACC199,TRIP003,2024-02-06 06:03:07,187,2.3,0.5,9.0,21,19.1954,72.6489,2.485960578931211,2.3537204591879637,2.1176230736924007,2.050072689422631,0.0,0,0,1,1,0.6050351639121144,0.0,0,0,0.0,6,363,0,0,0.12010276172125883,1,0,0.8607133333333332,1.0,1.0,1.0,91.0,0.720090340151663,high
ACC242,TRIP003,2024-02-06 06:10:00,600,0.7,1.6,9.7,20,28.6683,77.2436,1.7492855684535902,1.746424919657298,1.7383473481660243,1.5552769345981667,-0.37927572552637634,0,0,1,1,0.4966706709045784,0.12068119174193978,0,0,0.0,6,370,0,0,0.3853564547206166,0,0,0.60588,0.0,0.0,1.0,75.0,0.5458148689975182,medium
ACC144,TRIP003,2024-02-06 06:22:52,1372,0.4,0.4,9.0,31,12.8339,77.5026,0.9797958971132719,0.5656854249492381,1.499420688954092,1.3254806807719532,-0.23892665921193235,0,0,0,0,0.4284059111297406,0.07602372636055002,0,0,0.0,6,382,0,0,0.8811817597944765,0,1,0.8,1.0,1.0,0.0,90.0,0.5956232511213574,medium
ACC217,TRIP003,2024-02-06 06:24:09,1449,1.4,0.9,9.2,10,28.6631,77.2269,1.7691806012954137,1.6643316977093237,1.524601752499384,1.2900463564480782,0.025181063545292037,0,0,1,1,0.4356005007141097,0.008012326003088807,1,0,0.0,6,384,0,0,0.930635838150289,0,1,0.8,1.0,1.0,0.0,90.0,0.5995802753927604,medium
ACC052,TRIP003,2024-02-06 06:24:30,1470,1.0,1.3,9.0,58,19.2023,72.6327,1.8248287590894663,1.6401219466856727,1.6452167156282513,1.5283594972938552,0.12061496312886733,0,0,1,1,0.47006191875092895,0.03837829977676638,0,0,0.0,6,384,0,0,0.9441233140655106,0,1,0.8,1.0,1.0,0.0,90.0,0.618534055313011,medium
ACC125,TRIP003,2024-02-06 06:25:52,1552,0.8,1.0,9.4,28,19.1946,72.6295,1.341640786499874,1.2806248474865698,1.6142583356711206,1.5162096179274045,-0.03095837995713069,0,0,0,1,0.4612166673346059,0.009850601913531877,0,0,0.0,6,385,0,0,0.9967886962106616,0,1,0.8200000000000001,1.0,1.0,0.0,93.0,0.6226691670340334,medium
ACC061,TRIP003,2024-02-06 06:25:57,1557,1.6,0.3,9.4,60,28.6567,77.2281,1.6763054614240211,1.6278820596099708,1.1261671251567649,1.0896873448809798,-0.4880912105143558,0,0,1,0,0.3217620357590757,0.15530503272227497,0,0,0.0,6,385,0,0,1.0,0,1,0.8200000000000001,1.0,1.0,0.0,93.0,0.5459691196674917,medium
ACC019,TRIP003,2024-02-06 07:52:00,0,0.3,0.2,9.8,0,18.9801,72.8223,0.36055512754639896,0.36055512754639896,1.0139493836941698,0.9911076557786601,-0.11221774146259511,0,0,0,0,0.28969982391261995,0.035706400022041646,1,1,0.0,7,472,1,0,0.0,1,0,0.15333333333333332,0.0,0.0,0.0,53.0,0.228334903151941,low
ACC020,TRIP003,2024-02-06 07:52:30,30,0.9,0.4,9.6,28,18.9823,72.8245,1.0049875621120892,0.9848857801796105,0.6523835559894833,0.6428453657368465,-0.3615658277046865,0,0,0,0,0.18639530171128094,0.11504610509940989,0,0,0.0,7,472,1,0,0.019267822736030827,1,0,0.15333333333333332,0.0,0.0,0.0,53.0,0.1715174159412045,low
ACC021,TRIP003,2024-02-06 08:00:00,480,0.5,0.3,9.7,55,19.0234,72.8456,0.5916079783099618,0.58309518948453,0.6849510366392119,0.6717315217213661,0.032567480649728586,0,0,0,0,0.19570029618263196,0.010362599323716755,0,0,0.0,8,480,1,0,0.30828516377649323,0,0,0.2733333333333333,0.0,0.0,0.0,59.0,0.23063516290044758,low
ACC022,TRIP003,2024-02-06 08:08:00,960,0.4,0.2,9.7,48,19.0789,72.8612,0.4582575694955844,0.447213595499958,1.0099215117092932,0.9723683371319364,0.32497047507008137,0,0,0,0,0.28854900334551237,0.10340188304425084,0,0,0.0,8,488,1,0,0.6165703275529865,0,0,0.2666666666666667,0.0,0.0,0.0,58.0,0.2787019518400318,low
ACC023,TRIP003,2024-02-06 08:14:30,1350,1.6,1.0,9.2,22,19.1123,72.8712,1.9798989873223336,1.886796226411321,0.8872544515226325,0.8525388732204194,-0.12266706018666074,0,0,1,0,0.25350127186360927,0.03903125355639711,0,0,0.0,8,494,1,0,0.8670520231213873,0,1,0.2533333333333333,0.0,0.0,0.0,56.0,0.25342569952498506,low
ACC024,TRIP003,2024-02-06 08:15:00,1380,0.2,0.1,9.8,0,19.1156,72.8734,0.223606797749979,0.223606797749979,1.1017528925361564,1.0552015120806502,0.2144984410135239,0,0,0,0,0.3147865407246161,0.06825094712395462,1,1,0.0,8,495,1,0,0.8863198458574181,0,1,0.2533333333333333,0.0,0.0,0.0,56.0,0.28713259739853886,low
ACC208,TRIP004,2024-02-06 06:02:41,161,1.2,0.7,8.9,21,19.1832,72.626,1.655294535724685,1.3892443989449805,1.5973874837793756,1.2331386801859407,0.0,0,0,0,1,0.45639642393696445,0.0,0,0,0.0,6,362,0,0,0.09126984126984126,1,0,0.2666666666666667,0.0,0.0,0.0,58.0,0.37101803316533044,low
ACC188,TRIP004,2024-02-06 06:02:45,165,1.0,0.4,8.7,39,12.8485,77.507,1.5394804318340662,1.077032961426901,2.1764804558884547,1.931646918596843,0.5790929721090792,0,0,0,1,0.6218515588252728,0.18426075095239766,0,0,0.0,6,362,0,0,0.0935374149659864,1,0,0.2666666666666667,0.0,0.0,0.0,58.0,0.46201835735390007,medium
ACC078,TRIP004,2024-02-06 06:04:31,271,2.8,1.8,9.6,23,19.1873,72.6302,3.334666400106613,3.3286633954186473,2.509776813803677,2.3377924396422025,0.33329635791522216,0,1,1,0,0.7170790896581934,0.10605108360318692,0,0,1.0,6,364,0,0,0.1536281179138322,0,0,0.2666666666666667,0.0,0.0,0.0,58.0,0.5143934993120064,medium
ACC067,TRIP004,2024-02-06 06:15:56,956,2.6,0.2,9.3,41,28.6545,77.2423,2.6551836094703507,2.6076809620810595,3.1309299716705588,3.0521975983735437,0.6211531578668819,0,1,1,0,0.8945514204773025,0.19764382031465244,0,0,2.0,6,375,0,0,0.5419501133786848,0,0,0.4853333333333334,0.0,0.0,1.0,71.0,0.7104032812625165,high
ACC128,TRIP004,2024-02-06 06:18:17,1097,2.9,1.4,8.7,47,28.645,77.2301,3.402939905434711,3.2202484376209237,2.5193745049683542,2.2825777674735135,-0.6115554667022045,1,0,1,0,0.7198212871338155,0.1945899449153849,0,0,3.0,6,378,0,0,0.6218820861678005,0,0,0.4853333333333334,0.0,0.0,1.0,71.0,0.6143017079235986,medium
ACC046,TRIP004,2024-02-06 06:27:32,1652,0.2,1.0,8.7,59,12.8539,77.5134,1.500000000000001,1.019803902718557,1.926812114724642,1.6267882546942554,-0.5925623902437123,0,0,0,1,0.5505177470641834,0.18854656552780205,0,0,3.0,6,387,0,0,0.9365079365079365,0,1,0.2666666666666667,0.0,0.0,0.0,58.0,0.4227847608853009,low
ACC068,TRIP004,2024-02-06 06:29:24,1764,0.4,0.5,9.2,8,19.1819,72.6236,0.8774964387392132,0.6403124237432849,1.1887482193696073,0.830058163230921,-0.7380638953550347,0,0,0,0,0.33964234839131635,0.23484347791973206,1,0,3.0,6,389,0,0,1.0,0,1,0.2666666666666667,0.0,0.0,0.0,58.0,0.306803291615224,low
ACC081,TRIP005,2024-02-06 06:11:42,702,0.7,1.3,8.8,31,12.8313,77.4977,1.783255450012701,1.47648230602334,1.6466111685334255,1.378553576754955,0.0,0,0,0,1,0.470460333866693,0.0,0,0,0.0,6,371,0,0,0.39841089670828606,0,0,0.41333333333333333,0.0,0.0,0.0,68.0,0.44475318362668115,low
ACC066,TRIP005,2024-02-06 06:16:08,968,0.8,1.0,9.0,6,28.6747,77.2482,1.5099668870541503,1.2806248474865698,2.0534255248110473,1.8723923609083093,0.40681435627762186,0,0,0,1,0.5866930070888706,0.12944366862703222,1,0,0.0,6,376,0,0,0.5493757094211124,0,0,0.2733333333333333,0.0,0.0,0.0,59.0,0.44568115389887886,low
ACC224,TRIP005,2024-02-06 06:17:19,1039,2.3,1.7,9.6,2,19.1776,72.6415,2.86705423736629,2.8600699292150185,1.8164672179656007,1.5745966553953725,-0.2369583068454466,0,0,1,1,0.5189906337044573,0.07539741918250456,1,0,0.0,6,377,0,0,0.5896708286038592,0,0,0.2733333333333333,0.0,0.0,0.0,59.0,0.40844484853745155,low
ACC084,TRIP005,2024-02-06 06:18:51,1131,0.5,0.3,8.9,57,28.6387,77.2401,1.072380529476361,0.58309518948453,2.358770731704759,2.1387929560544165,0.5423035137391581,0,0,0,1,0.6739344947727882,0.17255476667549516,0,0,0.0,6,378,0,0,0.6418842224744609,0,0,0.41333333333333333,0.0,0.0,0.0,68.0,0.5566639721250335,medium
ACC115,TRIP005,2024-02-06 06:19:15,1155,2.8,1.0,8.8,23,19.1708,72.6368,3.1368774282716245,2.973213749463701,1.687886110759913,1.4702364378266612,-0.6708846209448458,0,0,1,1,0.4822531745028323,0.21346780225546763,0,0,0.0,6,379,0,0,0.6555051078320091,0,0,0.41333333333333333,0.0,0.0,0.0,68.0,0.4512392459765578,medium
ACC055,TRIP005,2024-02-06 06:20:21,1221,0.3,0.8,9.8,33,28.6437,77.2526,0.8544003745317532,0.8544003745317532,2.1380286969068405,2.0490322749813648,0.4501425861469275,0,0,0,1,0.610865341973383,0.14323021510173636,0,0,0.0,6,380,0,0,0.6929625425652668,0,0,0.41333333333333333,0.0,0.0,0.0,68.0,0.5219759380853607,medium
ACC101,TRIP005,2024-02-06 06:29:22,1762,2.3,0.3,9.1,11,28.6648,77.261,2.4228082879171433,2.3194827009486403,1.6386043312244483,1.5869415377401968,-0.49942436568239224,0,0,1,1,0.46817266606412805,0.15891111288988077,1,0,0.0,6,389,0,0,1.0,0,1,0.41333333333333333,0.0,0.0,0.0,68.0,0.44349496633527047,low
ACC116,TRIP006,2024-02-06 06:03:54,234,2.4,0.4,8.9,37,28.6616,77.2553,2.5942243542145698,2.4331050121192876,2.0130032302711025,1.8873728993095806,0.0,0,0,1,1,0.5751437800774578,0.0,0,0,0.0,6,363,0,0,0.20137693631669534,0,0,0.6533333333333333,0.0,1.0,0.0,80.0,0.6103290790426018,medium
ACC143,TRIP006,2024-02-06 06:09:29,569,0.6,1.2,9.3,31,12.8408,77.507,1.4317821063276353,1.3416407864998738,1.9994382509579358,1.859173812117052,-0.013564979313166692,0,0,0,1,0.5712680717022673,0.004316221047882143,0,0,0.0,6,369,0,0,0.48967297762478484,0,0,0.8333333333333333,1.0,1.0,0.0,95.0,0.689197439436247,medium
ACC112,TRIP006,2024-02-06 06:15:31,931,1.0,1.5,9.0,48,19.1762,72.6231,1.9723082923316022,1.8027756377319946,1.2346967995530793,1.1226744073272825,-0.7647414514048565,0,0,1,0,0.3527705141580227,0.24333197069734588,0,0,0.0,6,375,0,0,0.8012048192771084,0,0,0.5466666666666666,0.0,0.0,0.0,76.0,0.44002378278691245,low
ACC083,TRIP006,2024-02-06 06:19:08,1148,0.1,0.2,9.6,57,28.655,77.2536,0.3000000000000007,0.223606797749979,1.6817977390346712,1.5239889492511818,0.4471009394815919,0,0,0,1,0.48051363972419175,0.14226239797101659,0,0,0.0,6,379,0,0,0.9879518072289156,0,1,0.55728,0.0,0.0,0.0,75.0,0.5150585018483055,medium
ACC200,TRIP006,2024-02-06 06:19:22,1162,1.8,1.8,8.7,48,12.8325,77.5023,2.77308492477241,2.545584412271571,1.5365424623862056,1.3845956050107753,-0.1452552766484656,0,0,1,1,0.43901213211034446,0.046218565315282505,0,0,0.0,6,379,0,0,1.0,0,1,0.55728,0.0,0.0,0.0,75.0,0.4922326726606895,medium
ACC216,TRIP007,2024-02-06 06:02:06,126,1.4,1.6,9.6,45,12.8442,77.5093,2.1354156504062622,2.12602916254693,2.286313585898525,2.255700625461121,0.0,0,0,1,1,0.6532324531138644,0.0,0,0,0.0,6,362,0,0,0.08229915088177661,1,0,0.25536,0.0,0.0,0.0,56.0,0.4741898492126254,medium
ACC181,TRIP007,2024-02-06 06:03:07,187,2.0,1.3,9.3,1,19.2037,72.643,2.4372115213907883,2.3853720883753127,2.1073042467502137,1.9571827672652624,-0.1790093391483114,0,0,1,1,0.6020869276429182,0.056958721392922185,1,0,0.0,6,363,0,0,0.12214239059438275,1,0,0.25536,0.0,0.0,0.0,56.0,0.44605981020360497,low
ACC136,TRIP007,2024-02-06 06:05:21,321,0.8,1.1,8.7,26,28.6457,77.2518,1.749285568453591,1.3601470508735445,1.907575413139367,1.7562245868072128,-0.1997288336108467,0,0,0,1,0.5450215466112477,0.0635514272154713,0,0,0.0,6,365,0,0,0.20966688438928804,0,0,0.2666666666666667,0.0,0.0,0.0,58.0,0.4197618506361863,low
ACC044,TRIP007,2024-02-06 06:07:31,451,1.4,0.6,9.6,48,28.6633,77.2471,1.5362291495737217,1.5231546211727816,1.7423878339740242,1.5158777899185498,-0.16518757916534277,0,0,1,1,0.4978250954211498,0.05256079567700471,0,0,0.0,6,367,0,0,0.294578706727629,0,0,0.43757333333333337,0.0,0.0,1.0,67.0,0.4707118024816324,medium
ACC097,TRIP007,2024-02-06 06:10:59,659,1.4,0.9,8.8,30,12.8514,77.5136,1.9416487838947598,1.6643316977093237,1.732780995625669,1.5702136466849623,-0.009606838348355184,0,0,1,1,0.4950802844644769,0.003056785928344484,0,0,0.0,6,370,0,0,0.43043762246897455,0,0,0.43757333333333337,0.0,0.0,1.0,67.0,0.4692021564554623,medium
ACC228,TRIP007,2024-02-06 06:15:02,902,1.4,0.6,9.0,33,12.8471,77.5121,1.7204650534085255,1.5231546211727816,1.896475776858205,1.630141651824915,0.163694781232536,0,0,1,1,0.5418502219594872,0.052085804472885334,0,0,0.0,6,375,0,0,0.589157413455258,0,0,0.46499999999999997,0.0,0.0,1.0,68.0,0.5072676220777179,medium
ACC183,TRIP007,2024-02-06 06:20:20,1220,0.1,1.7,8.7,8,19.1789,72.6159,2.02731349327133,1.70293863659264,2.007180648953424,1.7964746743479383,0.11070487209521884,0,0,1,1,0.5734801854152639,0.03522502231733498,1,0,0.0,6,380,0,0,0.7968647942521228,0,0,0.46499999999999997,0.0,0.0,1.0,68.0,0.5246641019783952,medium
ACC063,TRIP007,2024-02-06 06:22:10,1330,1.2,1.8,9.1,15,28.6498,77.2651,2.273763400180415,2.1633307652783933,1.8460028603790146,1.6286911015298635,-0.16117778857440923,0,0,1,1,0.5274293886797184,0.051284926238015734,1,0,0.0,6,382,0,0,0.8687132593076421,0,1,0.46499999999999997,0.0,0.0,1.0,68.0,0.49933616377384515,medium
ACC073,TRIP007,2024-02-06 06:25:31,1531,1.0,0.2,9.1,58,19.1889,72.6317,1.2369316876852987,1.019803902718557,1.755347543932857,1.5915673339984755,-0.09065531644615765,0,0,0,1,0.501527869695102,0.028845483351937165,0,0,0.0,6,385,0,0,1.0,0,1,0.28,0.0,0.0,0.0,60.0,0.4018403283323061,low
ACC051,TRIP008,2024-02-06 06:01:54,114,0.8,0.2,8.9,17,28.6503,77.2561,1.2206555615733705,0.8246211251235323,1.5336370464176547,1.2667109370935195,0.0,0,0,0,1,0.4381820132621871,0.0,1,0,0.0,6,361,0,0,0.06785714285714285,1,0,0.17403333333333332,0.0,0.0,1.0,53.0,0.3193151072942029,low
ACC065,TRIP008,2024-02-06 06:02:25,145,1.6,0.6,9.1,34,19.202,72.6444,1.8466185312619392,1.7088007490635064,1.6379642080324162,1.4453991706396778,0.10432716161476141,0,0,1,1,0.4679897737235475,0.033195707891007065,0,0,0.0,6,362,0,0,0.08630952380952381,1,0,0.17403333333333332,0.0,0.0,1.0,53.0,0.3357093755479511,low
