log_id,driver_id,date,timestamp,cumulative_earnings,elapsed_hours,current_velocity,target_velocity,velocity_delta,trips_completed,forecast_status
VELc77973,DRV016,2024-02-06,11:16:48,2410,5.713652879641407,421.8,177.0,244.8,15,ahead
VEL60875f,DRV016,2024-02-06,11:23:48,2518,5.55485577002989,453.3,177.0,276.3,16,ahead
VEL005,DRV018,2024-02-06,09:42:00,996,3.7,269.19,175.0,94.19,5,ahead
VEL226,DRV018,2024-02-06,10:05:00,1180,4.2,280.95,175.0,105.95,6,ahead
VEL189,DRV018,2024-02-06,12:07:48,1943,6.13,316.97,189.0,127.97,9,ahead
VEL186,DRV019,2024-02-06,13:40:12,336,7.67,43.81,168.0,-124.19,13,at_risk
VEL3cd31a,DRV019,2024-02-06,13:45:12,505,8.35037182701841,60.48,168.0,-107.52,14,at_risk
VELfa98d6,DRV019,2024-02-06,14:00:12,616,8.197073573234164,75.15,168.0,-92.85,15,at_risk
VEL051,DRV020,2024-02-06,11:22:48,2261,5.38,420.26,202.0,218.26,7,ahead
VEL5944e8,DRV020,2024-02-06,11:40:48,2495,6.051180968480828,412.32,202.0,210.32,8,ahead
VEL9b964b,DRV020,2024-02-06,11:57:48,2680,5.994024810145805,447.11,202.0,245.11,9,ahead
VEL060,DRV021,2024-02-06,11:42:00,1271,5.7,222.98,171.0,51.98,13,ahead
VELbe9412,DRV021,2024-02-06,11:52:00,1433,6.020149172795104,238.03,171.0,67.03,14,ahead
VEL559272,DRV021,2024-02-06,12:06:00,1674,6.437679919277873,260.03,171.0,89.03,15,ahead
VEL036,DRV022,2024-02-06,11:45:00,1071,5.75,186.26,168.0,18.26,15,ahead
VELea8680,DRV022,2024-02-06,11:54:00,1200,6.3655606061486125,188.51,168.0,20.51,16,ahead
VELc8481f,DRV022,2024-02-06,12:08:00,1345,6.517170594117772,206.38,168.0,38.38,17,ahead
VEL092,DRV024,2024-02-06,09:33:00,2396,3.55,674.93,186.0,488.93,11,ahead
VEL0a439c,DRV024,2024-02-06,09:41:00,2487,4.046485606270354,614.61,186.0,428.61,12,ahead
VELd1ee45,DRV024,2024-02-06,09:49:00,2704,4.100561931095081,659.42,186.0,473.42,13,ahead
VEL093,DRV025,2024-02-06,09:13:12,514,3.22,159.63,186.0,-26.37,13,at_risk
VEL145,DRV025,2024-02-06,10:10:12,1874,4.17,449.4,196.0,253.4,13,ahead
VEL193,DRV025,2024-02-06,11:48:36,2213,5.81,380.9,198.0,182.9,5,ahead
VEL153,DRV025,2024-02-06,11:58:12,774,5.97,129.65,176.0,-46.35,4,at_risk
VEL079,DRV026,2024-02-06,07:54:36,300,1.91,157.07,184.0,-26.93,14,at_risk
VEL73c1f5,DRV026,2024-02-06,08:01:36,539,2.5607491889294254,210.49,184.0,26.49,15,ahead
VEL0bc394,DRV026,2024-02-06,08:12:36,630,2.299469871818966,273.98,184.0,89.98,16,ahead
VEL002,DRV028,2024-02-06,07:38:00,365,1.47,248.3,175.0,73.3,2,ahead
VEL212,DRV028,2024-02-06,07:51:36,2181,1.86,1172.58,176.0,996.58,14,ahead
VEL223,DRV028,2024-02-06,08:05:00,520,1.8,288.89,175.0,113.89,3,ahead
VEL142,DRV029,2024-02-06,08:38:24,926,2.64,350.76,173.0,177.76,7,ahead
VEL038,DRV029,2024-02-06,13:55:48,802,7.93,101.13,200.0,-98.87,7,at_risk
VEL93f458,DRV029,2024-02-06,14:02:48,892,8.348761589426749,106.84,200.0,-93.16,8,at_risk
VEL070,DRV030,2024-02-06,11:23:24,994,5.39,184.42,170.0,14.42,9,ahead
VEL51ee97,DRV030,2024-02-06,11:35:24,1206,6.138918215461161,196.45,170.0,26.45,10,ahead
VEL4375af,DRV030,2024-02-06,11:41:24,1392,5.759638505990062,241.68,170.0,71.68,11,ahead
VEL144,DRV031,2024-02-06,13:36:36,965,7.61,126.81,182.0,-55.19,2,at_risk
VEL5753bd,DRV031,2024-02-06,13:42:36,1111,7.938298922080974,139.95,182.0,-42.05,3,at_risk
VEL8e8a74,DRV031,2024-02-06,13:58:36,1316,8.351940696789757,157.57,182.0,-24.43,4,at_risk
VEL192,DRV032,2024-02-06,13:05:24,186,7.09,26.23,197.0,-170.77,8,at_risk
VEL85ad6b,DRV032,2024-02-06,13:10:24,347,7.888124929956197,43.99,197.0,-153.01,9,at_risk
VEL12757c,DRV032,2024-02-06,13:25:24,514,7.486279764016886,68.66,197.0,-128.34,10,at_risk
VEL136,DRV033,2024-02-06,12:16:12,787,6.27,125.52,181.0,-55.48,4,at_risk
VELe5874e,DRV033,2024-02-06,12:23:12,986,6.77595146689916,145.51,181.0,-35.49,5,at_risk
VELfcd5aa,DRV033,2024-02-06,12:37:12,1071,7.061833174185996,151.66,181.0,-29.34,6,at_risk
VEL031,DRV035,2024-02-06,07:35:24,1310,1.59,823.9,167.0,656.9,10,ahead
VEL249,DRV035,2024-02-06,08:05:00,1500,2.1,714.29,167.0,547.29,11,ahead
VELc13dad,DRV035,2026-03-08,08:24:00,1686,2.5839099642404566,652.5,167.0,485.5,12,ahead
VEL061,DRV037,2024-02-06,09:22:48,891,3.38,263.61,192.0,71.61,5,ahead
VELd02809,DRV037,2024-02-06,09:34:48,1079,3.916920411403912,275.47,192.0,83.47,6,ahead
VEL41978f,DRV037,2024-02-06,09:45:48,1248,4.046341220133176,308.43,192.0,116.43,7,ahead
VEL069,DRV039,2024-02-06,07:25:12,1437,1.42,1011.97,173.0,838.97,10,ahead
VEL104,DRV039,2024-02-06,07:34:12,667,1.57,424.84,201.0,223.84,12,ahead
VEL081,DRV039,2024-02-06,10:56:24,1034,4.94,209.31,182.0,27.31,3,ahead
VEL006,DRV040,2024-02-06,10:28:00,1178,4.47,263.53,175.0,88.53,6,ahead
VEL227,DRV040,2024-02-06,10:55:00,1325,5.05,262.38,175.0,87.38,7,ahead
VELb24e62,DRV040,2026-03-08,11:07:00,1525,5.515489011356573,276.49,175.0,101.49,8,ahead
VEL178,DRV041,2024-02-06,08:45:36,1554,2.76,563.04,195.0,368.04,13,ahead
VEL088,DRV041,2024-02-06,11:02:24,2244,5.04,445.24,191.0,254.24,14,ahead
VEL80a788,DRV041,2024-02-06,11:11:24,2438,5.599852031893572,435.37,191.0,244.37,15,ahead
VEL164,DRV042,2024-02-06,09:42:00,2238,3.7,604.86,168.0,436.86,5,ahead
VEL059,DRV042,2024-02-06,10:54:00,244,4.9,49.8,201.0,-151.2,8,at_risk
VEL111,DRV042,2024-02-06,12:50:24,1430,6.84,209.06,205.0,4.06,2,on_track
VEL147,DRV045,2024-02-06,07:29:24,1742,1.49,1169.13,171.0,998.13,13,ahead
VEL50e4e3,DRV045,2024-02-06,07:36:24,1951,2.024138776599853,963.87,171.0,792.87,14,ahead
VEL500a8d,DRV045,2024-02-06,07:44:24,2106,2.2783314384769757,924.36,171.0,753.36,15,ahead
VEL171,DRV047,2024-02-06,11:37:12,205,5.62,36.48,173.0,-136.52,6,at_risk
VEL043,DRV047,2024-02-06,12:52:12,371,6.87,54.0,184.0,-130.0,8,at_risk
VEL76fe7f,DRV047,2024-02-06,13:03:12,454,7.410449477726174,61.26,184.0,-122.74,9,at_risk
VEL058,DRV049,2024-02-06,07:25:12,488,1.42,343.66,197.0,146.66,4,ahead
VEL040,DRV049,2024-02-06,09:25:48,1753,3.43,511.08,198.0,313.08,12,ahead
VELb3551d,DRV049,2024-02-06,09:42:48,1950,4.220804603340133,462.0,198.0,264.0,13,ahead
VEL185,DRV050,2024-02-06,11:43:48,1272,5.73,221.99,173.0,48.99,5,ahead
VELc83e3c,DRV050,2024-02-06,11:50:48,1478,6.288446424986755,235.03,173.0,62.03,6,ahead
VEL6a9dd0,DRV050,2024-02-06,12:08:48,1673,6.4123746072360674,260.9,173.0,87.9,7,ahead
VEL067,DRV052,2024-02-06,07:51:00,630,1.85,340.54,203.0,137.54,12,ahead
VEL998a69,DRV052,2024-02-06,08:07:00,718,2.4627845638223125,291.54,203.0,88.54,13,ahead
VEL2d0c60,DRV052,2024-02-06,08:15:00,847,2.429799162321768,348.59,203.0,145.59,14,ahead
VEL083,DRV053,2024-02-06,11:22:12,1713,5.37,318.99,175.0,143.99,7,ahead
VELed88f5,DRV053,2024-02-06,11:36:12,1896,5.804374249478777,326.65,175.0,151.65,8,ahead
VEL9c55cc,DRV053,2024-02-06,11:48:12,2064,5.6813890238752585,363.29,175.0,188.29,9,ahead
VEL095,DRV054,2024-02-06,07:13:48,190,1.23,154.47,179.0,-24.53,7,at_risk
VEL172,DRV054,2024-02-06,12:03:36,1626,6.06,268.32,188.0,80.32,12,ahead
VEL046,DRV054,2024-02-06,12:31:48,1043,6.53,159.72,177.0,-17.28,12,at_risk
VEL177,DRV055,2024-02-06,13:26:24,1975,7.44,265.46,169.0,96.46,9,ahead
VEL197,DRV055,2024-02-06,13:34:12,756,7.57,99.87,182.0,-82.13,15,at_risk
VEL8c1781,DRV055,2024-02-06,13:52:12,893,8.254420282112164,108.18,182.0,-73.82,16,at_risk
VEL151,DRV056,2024-02-06,09:45:36,182,3.76,48.4,183.0,-134.6,5,at_risk
VEL460cfd,DRV056,2024-02-06,10:01:36,394,4.084863384665368,96.45,183.0,-86.55,6,at_risk
VELcec1b1,DRV056,2024-02-06,10:18:36,619,4.330411860920849,142.94,183.0,-40.06,7,at_risk
VEL159,DRV057,2024-02-06,08:33:00,307,2.55,120.39,177.0,-56.61,15,at_risk
VEL029,DRV057,2024-02-06,08:52:12,2036,2.87,709.41,183.0,526.41,14,ahead
VEL247,DRV057,2024-02-06,09:10:00,2200,3.2,687.5,183.0,504.5,15,ahead
VEL160,DRV057,2024-02-06,09:42:00,748,3.7,202.16,204.0,-1.84,4,on_track
VEL199,DRV058,2024-02-06,13:55:12,1169,7.92,147.6,178.0,-30.4,9,at_risk
VELe6bab7,DRV058,2024-02-06,14:05:12,1299,8.418024715198774,154.31,178.0,-23.69,10,at_risk
VEL0b8844,DRV058,2024-02-06,14:19:12,1542,8.305318417102338,185.66,178.0,7.66,11,ahead
VEL064,DRV060,2024-02-06,12:37:48,2427,6.63,366.06,198.0,168.06,8,ahead
VEL6ecc5b,DRV060,2024-02-06,12:52:48,2598,7.30740164340528,355.53,198.0,157.53,9,ahead
VEL45cdba,DRV060,2024-02-06,13:09:48,2722,7.064260585883836,385.32,198.0,187.32,10,ahead
VEL196,DRV061,2024-02-06,10:30:00,336,4.5,74.67,183.0,-108.33,1,at_risk
VELeadc29,DRV061,2024-02-06,10:43:00,431,4.896622416907824,88.02,183.0,-94.98,2,at_risk
VEL53bdb0,DRV061,2024-02-06,10:58:00,586,5.06918911729711,115.6,183.0,-67.4,3,at_risk
VEL219,DRV062,2024-02-06,09:19:48,558,3.33,167.57,166.0,1.57,2,on_track
VEL168,DRV062,2024-02-06,10:02:24,1318,4.04,326.24,203.0,123.24,2,ahead
VEL078,DRV062,2024-02-06,11:28:12,555,5.47,101.46,167.0,-65.54,4,at_risk
VEL208,DRV064,2024-02-06,08:03:00,2406,2.05,1173.66,193.0,980.66,4,ahead
VELc1a2dd,DRV064,2024-02-06,08:22:00,2618,2.363278883578173,1107.78,193.0,914.78,5,ahead
VEL719994,DRV064,2024-02-06,08:39:00,2699,2.370056708029571,1138.79,193.0,945.79,6,ahead
VEL084,DRV067,2024-02-06,07:07:12,2018,1.12,1801.79,181.0,1620.79,11,ahead
VEL8fc455,DRV067,2024-02-06,07:16:12,2131,1.7427475637556862,1222.78,181.0,1041.78,12,ahead
VELc73115,DRV067,2024-02-06,07:35:12,2329,1.6282463608414028,1430.37,181.0,1249.37,13,ahead
VEL020,DRV068,2024-02-06,12:33:36,1939,6.56,295.58,179.0,116.58,5,ahead
VEL026,DRV068,2024-02-06,12:51:00,927,6.85,135.33,192.0,-56.67,6,at_risk
VEL194,DRV068,2024-02-06,12:53:24,1392,6.89,202.03,183.0,19.03,12,ahead
VEL238,DRV068,2024-02-06,13:10:00,2100,7.1,295.77,179.0,116.77,7,ahead
VEL244,DRV068,2024-02-06,13:25:00,2250,7.3,308.22,192.0,116.22,8,ahead
VEL044,DRV070,2024-02-06,10:49:48,820,4.83,169.77,193.0,-23.23,12,at_risk
VEL0c1ab9,DRV070,2024-02-06,10:58:48,945,5.418951657915756,174.39,193.0,-18.61,13,at_risk
VELa7e523,DRV070,2024-02-06,11:10:48,1075,5.276604732427969,203.73,193.0,10.73,14,ahead
VEL011,DRV071,2024-02-06,08:32:00,385,1.03,373.79,175.0,198.79,1,ahead
VEL229,DRV071,2024-02-06,09:05:00,520,1.5,346.67,175.0,171.67,2,ahead
VEL24980f,DRV071,2026-03-08,09:17:00,666,2.14376559526715,310.67,175.0,135.67,3,ahead
VEL198,DRV072,2024-02-06,08:31:48,694,2.53,274.31,168.0,106.31,11,ahead
VEL0f2e11,DRV072,2024-02-06,08:42:48,877,3.199763032828673,274.08,168.0,106.08,12,ahead
VELffd4a2,DRV072,2024-02-06,08:48:48,1019,3.1637440017185177,322.09,168.0,154.09,13,ahead
VEL090,DRV073,2024-02-06,13:43:48,256,7.73,33.12,180.0,-146.88,2,at_risk
VELebe357,DRV073,2024-02-06,13:49:48,352,8.218200838489732,42.83,180.0,-137.17,3,at_risk
VEL5b4f7f,DRV073,2024-02-06,14:05:48,462,8.213154258260346,56.25,180.0,-123.75,4,at_risk
VEL047,DRV077,2024-02-06,09:13:12,187,3.22,58.07,201.0,-142.93,2,at_risk
VEL135,DRV077,2024-02-06,09:34:48,779,3.58,217.6,196.0,21.6,1,ahead
VELbcf5f4,DRV077,2024-02-06,09:48:48,913,4.373078994918407,208.78,196.0,12.78,2,ahead
VEL053,DRV078,2024-02-06,07:23:24,289,1.39,207.91,190.0,17.91,8,ahead
VEL120ee5,DRV078,2024-02-06,07:38:24,449,2.003698716249916,224.09,190.0,34.09,9,ahead
VELc9d982,DRV078,2024-02-06,07:49:24,646,2.008559833849337,321.62,190.0,131.62,10,ahead
VEL063,DRV079,2024-02-06,07:53:24,2351,1.89,1243.92,166.0,1077.92,7,ahead
VEL017,DRV079,2024-02-06,13:02:24,1513,7.04,214.91,201.0,13.91,13,ahead
VEL235,DRV079,2024-02-06,13:25:00,1650,7.4,222.97,201.0,21.97,14,ahead
VEL021,DRV080,2024-02-06,08:40:48,623,2.68,232.46,172.0,60.46,2,ahead
VEL239,DRV080,2024-02-06,09:05:00,780,3.1,251.61,172.0,79.61,3,ahead
VEL150,DRV080,2024-02-06,09:43:12,1551,3.72,416.94,203.0,213.94,12,ahead
VEL132,DRV081,2024-02-06,09:07:12,171,3.12,54.81,176.0,-121.19,7,at_risk
VEL049,DRV081,2024-02-06,13:26:24,839,7.44,112.77,171.0,-58.23,6,at_risk
VELe6cfd6,DRV081,2024-02-06,13:33:24,993,7.810127175076277,127.14,171.0,-43.86,7,at_risk
VEL131,DRV082,2024-02-06,08:57:36,2035,2.96,687.5,187.0,500.5,2,ahead
VEL076,DRV082,2024-02-06,11:42:36,2158,5.71,377.93,198.0,179.93,15,ahead
VEL127,DRV082,2024-02-06,12:02:24,159,6.04,26.32,201.0,-174.68,7,at_risk
VEL107,DRV084,2024-02-06,07:52:12,2025,1.87,1082.89,187.0,895.89,13,ahead
VELdd3f46,DRV084,2024-02-06,08:02:12,2218,2.220415380888799,998.91,187.0,811.91,14,ahead
VEL2dbe79,DRV084,2024-02-06,08:07:12,2407,2.5125520950694056,957.99,187.0,770.99,15,ahead
VEL161,DRV085,2024-02-06,12:58:48,522,6.98,74.79,189.0,-114.21,7,at_risk
VELe3fdb1,DRV085,2024-02-06,13:04:48,633,7.729580134029841,81.89,189.0,-107.11,8,at_risk
VEL6bfc54,DRV085,2024-02-06,13:18:48,715,7.657833035883737,93.37,189.0,-95.63,9,at_risk
VEL065,DRV086,2024-02-06,10:23:24,411,4.39,93.62,202.0,-108.38,9,at_risk
VELaa9cc0,DRV086,2024-02-06,10:29:24,567,5.076654030819679,111.69,202.0,-90.31,10,at_risk
VELd3eb22,DRV086,2024-02-06,10:36:24,675,4.72964913099756,142.72,202.0,-59.28,11,at_risk
VEL074,DRV088,2024-02-06,06:51:00,1381,0.85,1624.71,198.0,1426.71,15,ahead
VEL7c3747,DRV088,2024-02-06,07:10:00,1541,1.560116087931434,987.75,198.0,789.75,16,ahead
VELcab6d5,DRV088,2024-02-06,07:23:00,1663,1.434099137169064,1159.61,198.0,961.61,17,ahead
VEL030,DRV089,2024-02-06,10:15:00,1046,4.25,246.12,194.0,52.12,3,ahead
VEL248,DRV089,2024-02-06,10:45:00,1150,4.8,239.58,194.0,45.58,4,ahead
VEL115812,DRV089,2026-03-08,10:58:00,1293,5.389869894509378,239.89,194.0,45.89,5,ahead
VEL045,DRV090,2024-02-06,08:40:48,2126,2.68,793.28,174.0,619.28,4,ahead
VELe1a319,DRV090,2024-02-06,08:45:48,2277,3.135998515338632,726.08,174.0,552.08,5,ahead
VEL6dff22,DRV090,2024-02-06,09:03:48,2424,3.169469526602694,764.8,174.0,590.8,6,ahead
VEL120,DRV091,2024-02-06,11:03:36,323,5.06,63.83,175.0,-111.17,11,at_risk
VEL6d925c,DRV091,2024-02-06,11:17:36,408,5.820564114825892,70.1,175.0,-104.9,12,at_risk
VELc27184,DRV091,2024-02-06,11:31:36,643,5.770488102944665,111.43,175.0,-63.57,13,at_risk
VEL087,DRV092,2024-02-06,11:51:36,939,5.86,160.24,201.0,-40.76,11,at_risk
VEL9964f1,DRV092,2024-02-06,11:58:36,1148,6.288142155660933,182.57,201.0,-18.43,12,at_risk
VEL5636bc,DRV092,2024-02-06,12:09:36,1345,6.535057066927502,205.81,201.0,4.81,13,on_track
VEL218,DRV095,2024-02-06,07:31:48,2307,1.53,1507.84,165.0,1342.84,10,ahead
VEL015,DRV095,2024-02-06,07:38:00,403,2.13,189.2,157.14,32.06,2,ahead
VEL233,DRV095,2024-02-06,08:15:00,650,2.6,250.0,175.0,75.0,3,ahead
VEL201,DRV095,2024-02-06,08:55:48,1661,2.93,566.89,200.0,366.89,5,ahead
VEL054,DRV095,2024-02-06,11:39:36,1389,5.66,245.41,176.0,69.41,11,ahead
VEL116,DRV096,2024-02-06,10:21:36,2189,4.36,502.06,199.0,303.06,12,ahead
VEL007,DRV096,2024-02-06,11:15:00,1423,5.25,271.05,175.0,96.05,7,ahead
VEL228,DRV096,2024-02-06,11:40:00,1600,6.0,266.67,175.0,91.67,8,ahead
VEL137,DRV098,2024-02-06,09:28:12,2077,3.47,598.56,184.0,414.56,6,ahead
VELf9fed2,DRV098,2024-02-06,09:44:12,2293,3.7733793120363246,607.68,184.0,423.68,7,ahead
VELffcb20,DRV098,2024-02-06,09:50:12,2496,4.085089144477504,611.0,184.0,427.0,8,ahead
VEL165,DRV099,2024-02-06,08:31:12,600,2.52,238.1,182.0,56.1,6,ahead
VEL0d5872,DRV099,2024-02-06,08:50:12,787,3.14842799721129,249.97,182.0,67.97,7,ahead
VELaaed53,DRV099,2024-02-06,09:08:12,887,3.0804931896380374,287.94,182.0,105.94,8,ahead
VEL133,DRV100,2024-02-06,06:34:12,1602,0.57,2810.53,192.0,2618.53,8,ahead
VEL050,DRV100,2024-02-06,07:51:00,2090,1.85,1129.73,168.0,961.73,2,ahead
VEL119,DRV100,2024-02-06,08:19:48,1563,2.33,670.82,198.0,472.82,11,ahead
VEL075,DRV101,2024-02-06,11:26:24,1351,5.44,248.35,193.0,55.35,3,ahead
VEL9681cb,DRV101,2024-02-06,11:33:24,1488,6.22423267389421,239.07,193.0,46.07,4,ahead
VEL9413ab,DRV101,2024-02-06,11:51:24,1635,6.055557088649564,270.0,193.0,77.0,5,ahead
VEL041,DRV102,2024-02-06,08:37:12,1309,2.62,499.62,177.0,322.62,12,ahead
VEL8e189a,DRV102,2024-02-06,08:49:12,1413,3.135538234295807,450.64,177.0,273.64,13,ahead
VEL41e948,DRV102,2024-02-06,09:06:12,1642,3.3966617242339265,483.42,177.0,306.42,14,ahead
VEL016,DRV103,2024-02-06,07:28:00,245,1.47,166.67,171.43,-4.76,1,on_track
VEL234,DRV103,2024-02-06,08:05:00,320,2.0,160.0,171.43,-11.43,2,at_risk
VEL220,DRV103,2024-02-06,12:13:48,205,6.23,32.91,167.0,-134.09,3,at_risk
VEL206,DRV104,2024-02-06,11:55:12,585,5.92,98.82,189.0,-90.18,11,at_risk
VELdc274b,DRV104,2024-02-06,12:08:12,671,6.659212897362867,100.76,189.0,-88.24,12,at_risk
VELced342,DRV104,2024-02-06,12:15:12,837,6.535129087804364,128.08,189.0,-60.92,13,at_risk
VEL099,DRV105,2024-02-06,12:59:24,2493,6.99,356.65,200.0,156.65,5,ahead
VEL07a223,DRV105,2024-02-06,13:12:24,2643,7.42767752859298,355.83,200.0,155.83,6,ahead
VELa1cb37,DRV105,2024-02-06,13:20:24,2880,7.533550244304491,382.29,200.0,182.29,7,ahead
VEL113,DRV107,2024-02-06,07:07:48,385,1.13,340.71,183.0,157.71,9,ahead
VEL95ad2b,DRV107,2024-02-06,07:24:48,624,1.479844270363626,421.67,183.0,238.67,10,ahead
VEL644e82,DRV107,2024-02-06,07:36:48,833,1.6501660717876294,504.8,183.0,321.8,11,ahead
VEL057,DRV108,2024-02-06,09:15:00,1973,3.25,607.08,172.0,435.08,2,ahead
VELee404f,DRV108,2024-02-06,09:23:00,2156,3.891278310048172,554.06,172.0,382.06,3,ahead
VEL35e224,DRV108,2024-02-06,09:35:00,2294,3.83211355262062,598.63,172.0,426.63,4,ahead
VEL158,DRV109,2024-02-06,08:13:12,759,2.22,341.89,173.0,168.89,7,ahead
VEL066,DRV109,2024-02-06,12:09:00,658,6.15,106.99,178.0,-71.01,11,at_risk
VEL1181d0,DRV109,2024-02-06,12:26:00,851,6.57697131510921,129.39,178.0,-48.61,12,at_risk
VEL114,DRV113,2024-02-06,12:33:36,2168,6.56,330.49,165.0,165.49,7,ahead
VEL129,DRV113,2024-02-06,13:31:12,295,7.52,39.23,204.0,-164.77,14,at_risk
VEL7d5450,DRV113,2024-02-06,13:46:12,376,8.17068903650757,46.02,204.0,-157.98,15,at_risk
VEL013,DRV114,2024-02-06,10:22:00,1148,3.37,340.65,175.0,165.65,3,ahead
VEL231,DRV114,2024-02-06,11:05:00,1320,4.1,321.95,175.0,146.95,4,ahead
VEL86090e,DRV114,2026-03-08,11:12:00,1552,4.5598654388225786,340.36,175.0,165.36,5,ahead
VEL018,DRV115,2024-02-06,11:19:48,414,5.33,77.67,189.0,-111.33,15,at_risk
VEL236,DRV115,2024-02-06,11:45:00,500,5.8,86.21,189.0,-102.79,16,at_risk
VEL027,DRV115,2024-02-06,12:28:48,1645,6.48,253.86,173.0,80.86,9,ahead
VEL204,DRV115,2024-02-06,12:40:48,192,6.68,28.74,179.0,-150.26,12,at_risk
VEL245,DRV115,2024-02-06,13:00:00,1750,6.9,253.62,173.0,80.62,10,ahead
VEL210,DRV116,2024-02-06,07:40:12,1769,1.67,1059.28,179.0,880.28,12,ahead
VELc91cbe,DRV116,2024-02-06,07:59:12,1911,2.371180441285197,805.93,179.0,626.93,13,ahead
VEL2caa46,DRV116,2024-02-06,08:13:12,2143,2.336335572216827,917.25,179.0,738.25,14,ahead
VEL181,DRV117,2024-02-06,13:11:24,1184,7.19,164.67,200.0,-35.33,6,at_risk
VELd1c6a5,DRV117,2024-02-06,13:22:24,1275,7.889938932491208,161.6,200.0,-38.4,7,at_risk
